OldLocus	OldGeneID	NewGeneID	NewLocus	RxnID	ReactionName	ReactionEqn	URL
NCU05924.5	7000006085086833	7000007580570005	NCU05924.7	3.2.1.8-RXN	EC# 3.2.1.8	xylan + H<SUB>2</SUB>O  &rarr;  xylobiose
NCU08030.5	7000006085022008	7000007580578937	NCU08030.7	DNA-DIRECTED-RNA-POLYMERASE-RXN	EC# 2.7.7.6	a nucleoside triphosphate + RNA<sub>(n)</sub>  =  diphosphate + RNA<sub>(n+1)</sub>
NCU08052.5	7000006085104565	7000007580574428	NCU08052.7	TRANS-RXN2T-218	water transport	H<SUB>2</SUB>O<sub>[cytosol]</sub>  &harr;  H<SUB>2</SUB>O<sub>[extracellular space]</sub>
NCU08058.5	7000006085104587	7000007580582491	NCU08058.7	BHBDCLOS-RXN	EC# 1.1.1.35	(<i>R</i>)-3-hydroxybutanoyl-CoA + NAD<sup>+</sup>  &rarr;  acetoacetyl-CoA + NADH + H<SUP>+</SUP>
NCU08114.5	7000006085106229	7000007580540674	NCU08114.7	RXN2T-541	Transport of a cellodextrin	a cellodextrin<sub>[extracellular space]</sub>  &rarr;  a cellodextrin<sub>[cytosol]</sub>
NCU08114.5	7000006085106229	7000007580540674	NCU08114.7	TRANS-RXN2T-219	cellobiose transport	cellobiose<sub>[extracellular space]</sub>  &rarr;  cellobiose<sub>[cytosol]</sub>
NCU08152.5	7000006085099936	7000007580558825	NCU08152.7	RXN2T-7	Transport of H<SUP>+</SUP>	&beta;-D-glucose<sub>[extracellular space]</sub> + H<SUP>+</SUP><sub>[extracellular space]</sub>  &rarr;  &beta;-D-glucose<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>
NCU08153.5	7000006085099928	7000007580562319	NCU08153.7	ALKAPHOSPHA-RXN	EC# 3.1.3.1	a phosphate monoester + H<SUB>2</SUB>O  =  an alcohol + phosphate
NCU08180.5	7000006085101737	7000007580539534	NCU08180.7	RXN2T-7	Transport of H<SUP>+</SUP>	&beta;-D-glucose<sub>[extracellular space]</sub> + H<SUP>+</SUP><sub>[extracellular space]</sub>  &rarr;  &beta;-D-glucose<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>
NCU08221.5	7000006085195765	7000007580554437	NCU08221.7	DIENELACHYDRO-RXN	DIENELACHYDRO-RXN	2-chloro-<i>trans</i>-dienelactone + H<SUB>2</SUB>O  =  2-chloromaleylacetate + H<SUP>+</SUP>
NCU08221.5	7000006085195765	7000007580554437	NCU08221.7	RXN-9857	RXN-9857	2-chloro-<I>cis</I>-dienelactone + H<SUB>2</SUB>O  =  2-chloromaleylacetate + H<SUP>+</SUP>
NCU08221.5	7000006085195765	7000007580554437	NCU08221.7	RXN-9887	RXN-9887	5-chloro-<i>trans</i>-dienelactone + H<SUB>2</SUB>O  =  5-chloromaleylacetate + H<SUP>+</SUP>
NCU08221.5	7000006085195765	7000007580554437	NCU08221.7	RXN-9890	RXN-9890	2,5-dichloro-<i>trans</i>-dienelactone + H<SUB>2</SUB>O  =  2,5-dichloromaleylacetate + H<SUP>+</SUP>
NCU08221.5	7000006085195765	7000007580554437	NCU08221.7	CARBOXYMETHYLENEBUTENOLIDASE-RXN	EC# 3.1.1.45	<i>cis</i>-dienelactone + H<SUB>2</SUB>O  =  2-maleylacetate + H<SUP>+</SUP>
NCU08221.5	7000006085195765	7000007580554437	NCU08221.7	RXN-9868	EC# 3.1.1.45	<i>trans</i>-dienelactone + H<SUB>2</SUB>O  =  2-maleylacetate + H<SUP>+</SUP>
NCU08228.5	7000006085196005	7000007580539505	NCU08228.7	RXN2T-480	EC# 1.1.1.22	2.0 NAD<sup>+</sup> + UDP-&alpha;-D-glucose + H<SUB>2</SUB>O  =  2.0 NADH + UDP-D-glucuronate + 3.0 H<SUP>+</SUP>
NCU08228.5	7000006085196005	7000007580539505	NCU08228.7	UGD-RXN	EC# 1.1.1.22	UDP-D-glucose + 2 NAD<sup>+</sup> + H<SUB>2</SUB>O  =  UDP-D-glucuronate + 2 NADH + 3 H<SUP>+</SUP>
NCU08326.5	7000006085018419	7000007580579098	NCU08326.7	TRANS-RXN2T-220	mitochondrial coenzyme A transport	coenzyme A<sub>[mitochondrial lumen]</sub>  &harr;  coenzyme A<sub>[mitochondrial intermembrane space]</sub>
NCU08375.5	7000006085174853	7000007580582807	NCU08375.7	RXN-8342	EC# 2.8.1.-	cyclic pyranopterin monophosphate + a thiocarboxylated small subunit of molybdopterin synthase  &rarr;  a small subunit of molybdopterin synthase + molybdopterin
NCU08382.5	7000006085172414	7000007580580054	NCU08382.7	TRANS-RXN2T-221	fatty acid transport	a long-chain fatty acid<sub>[cytosol]</sub> + ATP  &rarr;  a long-chain fatty acid<sub>[glyoxysomal lumen]</sub> + ADP + phosphate
NCU08471.5	7000006085097183	7000007580556486	NCU08471.7	SUCCCOASYN-RXN	EC# 6.2.1.5	succinyl-CoA<SUB>[mitochondrial lumen]</SUB> + ADP<SUB>[mitochondrial lumen]</SUB> + phosphate<SUB>[mitochondrial lumen]</SUB>  &rarr;  succinate<SUB>[mitochondrial lumen]</SUB> + ATP<SUB>[mitochondrial lumen]</SUB> + coenzyme A<SUB>[mitochondrial lumen]</SUB>
NCU08489.5	7000006085095863	7000007580556603	NCU08489.7	TRANS-RXN2T-212	Divalent metal ion transporter	Cd<SUP>2+</SUP><sub>[extracellular space]</sub> + H<SUP>+</SUP><sub>[extracellular space]</sub>  &rarr;  Cd<SUP>2+</SUP><sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>
NCU08489.5	7000006085095863	7000007580556603	NCU08489.7	TRANS-RXN2T-211	Divalent metal ion transporter	Mn<SUP>2+</SUP><sub>[extracellular space]</sub> + H<SUP>+</SUP><sub>[extracellular space]</sub>  &rarr;  Mn<SUP>2+</SUP><sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>
NCU08489.5	7000006085095863	7000007580556603	NCU08489.7	TRANS-RXN2T-210	Divalent metal ion transporter	Cu<SUP>2+</SUP><sub>[extracellular space]</sub> + H<SUP>+</SUP><sub>[extracellular space]</sub>  &rarr;  Cu<SUP>2+</SUP><sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>
NCU08489.5	7000006085095863	7000007580556603	NCU08489.7	TRANS-RXN2T-209	Divalent metal ion transporter	Fe<SUP>2+</SUP><sub>[extracellular space]</sub> + H<SUP>+</SUP><sub>[extracellular space]</sub>  &rarr;  Fe<SUP>2+</SUP><sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>
NCU08549.5	7000006085204324	7000007580558465	NCU08549.7	UDPGLUCEPIM-RXN	EC# 5.1.3.2	UDP-D-galactose  &rarr;  UDP-D-glucose
NCU08549.5	7000006085204324	7000007580558465	NCU08549.7	RXN2T-136	EC# 5.1.3.2	UDP-&alpha;-D-glucose  =  UDP-D-galactose
NCU08553.5	7000006085204252	7000007580550728	NCU08553.7	DNA-DIRECTED-RNA-POLYMERASE-RXN	EC# 2.7.7.6	a nucleoside triphosphate + RNA<sub>(n)</sub>  =  diphosphate + RNA<sub>(n+1)</sub>
NCU08719.5	7000006085098271	7000007580559999	NCU08719.7	6.3.5.7-RXN	EC# 6.3.5.7	L-glutamine + L-glutamyl-tRNA<sup>Gln</sup> + ATP  &rarr;  L-glutamate + L-glutaminyl-tRNA<SUP>gln</SUP> + phosphate + ADP
NCU08719.5	7000006085098271	7000007580559999	NCU08719.7	RXN490-3617	EC# 6.3.5.-	L-glutamine + L-aspartyl-tRNA<SUP>asn</SUP> + ATP  =  L-glutamate + L-asparaginyl-tRNA<SUP>asn</SUP> + phosphate + ADP
NCU08739.5	7000006085098569	7000007580586050	NCU08739.7	3.4.23.22-RXN	EC# 3.4.23.22	EC# 3.4.23.22
NCU08752.5	7000006085196107	7000007580551194	NCU08752.7	ACETYLCHOLINESTERASE-RXN	EC# 3.1.1.7	acetylcholine + H<SUB>2</SUB>O  =  acetate + choline + H<SUP>+</SUP>
NCU08760.5	7000006085196081	7000007580561439	NCU08760.7	RXN-2043	EC# 3.2.1.4	cellulose<SUB>[extracellular space]</SUB> + H<SUB>2</SUB>O<SUB>[extracellular space]</SUB>  &rarr;  a cellodextrin<SUB>[extracellular space]</SUB> + a cellodextrin<SUB>[extracellular space]</SUB>
NCU08858.5	7000006084975152	7000007580567761	NCU08858.7	TRANS-RXN2T-222	alpha-glucoside:hydrogen symporter	an alpha-glucoside<sub>[extracellular space]</sub> + H<SUP>+</SUP><sub>[extracellular space]</sub>  &rarr;  an alpha-glucoside<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>
NCU08877.5	7000006084974106	7000007580561134	NCU08877.7	GCVMULTI-RXN	GCVMULTI-RXN	NAD<sup>+</sup> + glycine + tetrahydrofolate + H<SUP>+</SUP>  &rarr;  ammonia + CO<SUB>2</SUB> + NADH + 5,10-methylene-THF
NCU08924.5	7000006085011053	7000007580557901	NCU08924.7	ACYLCOADEHYDROG-RXN	EC# 1.3.99.3	a 2,3,4-saturated fatty acyl CoA<SUB>[glyoxysomal lumen]</SUB> + FAD<SUB>[glyoxysomal lumen]</SUB> + H<SUP>+</SUP><SUB>[glyoxysomal lumen]</SUB>  &rarr;  FADH<SUB>2</SUB><SUB>[glyoxysomal lumen]</SUB> + a 2,3-dehydroacyl-CoA<SUB>[glyoxysomal lumen]</SUB>
NCU08924.5	7000006085011053	7000007580557901	NCU08924.7	RXN2T-104	EC# 1.3.99.3	FAD<SUB>[glyoxysomal lumen]</SUB> + butanoyl-CoA<SUB>[glyoxysomal lumen]</SUB> + H<SUP>+</SUP><SUB>[glyoxysomal lumen]</SUB>  =  crotonyl-CoA<SUB>[glyoxysomal lumen]</SUB> + FADH<SUB>2</SUB><SUB>[glyoxysomal lumen]</SUB>
NCU08925.5	7000006085011070	7000007580542853	NCU08925.7	RXN-9015	EC# 1.5.3.16	spermine + oxygen + H<SUB>2</SUB>O  &rarr;  spermidine + 3-aminopropanal + hydrogen peroxide
NCU08927.5	7000006085011095	7000007580538087	NCU08927.7	RXN2T-502	RXN3DJ-11100-CPD2T-58/NADP//CPD-9814/NADPH/PROTON.37.	NADP<sup>+</sup> + dihydro-sphinganine-18:1-ceramide  =  NADPH + sphing-4-enine-18:1-ceramide + H<SUP>+</SUP>
NCU08927.5	7000006085011095	7000007580538087	NCU08927.7	RXN3DJ-11100	RXN3DJ-11100	a dihydroceramide + NADP<sup>+</sup>  &rarr;  a sphingosine-containing ceramide + NADPH + H<SUP>+</SUP>
NCU08940.5	7000006084988615	7000007580538896	NCU08940.7	1.10.2.2-RXN	EC# 1.10.2.2	2 an oxidized cytochrome <i>c</i> + ubiquinol-<i>9</i> + 2 H<SUP>+</SUP><sub>[mitochondrial lumen]</sub>  &rarr;  2 a reduced cytochrome <i>c</i> + ubiquinone-<i>9</i> + 4 H<SUP>+</SUP><sub>[mitochondrial intermembrane space]</sub>
NCU08941.5	7000006084991224	7000007580538230	NCU08941.7	TRANS-RXN2T-223	Mitochondrial NAD+ transport	NAD<sup>+</sup><sub>[mitochondrial intermembrane space]</sub>  &harr;  NAD<sup>+</sup><sub>[mitochondrial lumen]</sub>
NCU08947.5	7000006084991397	7000007580542789	NCU08947.7	1.10.2.2-RXN	EC# 1.10.2.2	2 an oxidized cytochrome <i>c</i> + ubiquinol-<i>9</i> + 2 H<SUP>+</SUP><sub>[mitochondrial lumen]</sub>  &rarr;  2 a reduced cytochrome <i>c</i> + ubiquinone-<i>9</i> + 4 H<SUP>+</SUP><sub>[mitochondrial intermembrane space]</sub>
NCU08976.5	7000006085211297	7000007580557963	NCU08976.7	RXN2T-314	EC# 2.3.1.119	NADPH + malonyl-CoA + stearoyl-CoA + 4.0 H<SUP>+</SUP>  =  NADP<sup>+</sup> + CO<SUB>2</SUB> + arachidoyl-CoA + coenzyme A + H<SUB>2</SUB>O
NCU08976.5	7000006085211297	7000007580557963	NCU08976.7	RXN2T-279	EC# 2.3.1.119	NADPH + malonyl-CoA + arachidoyl-CoA + 4.0 H<SUP>+</SUP>  =  NADP<sup>+</sup> + CO<SUB>2</SUB> + behenyl CoA + coenzyme A + H<SUB>2</SUB>O
NCU08976.5	7000006085211297	7000007580557963	NCU08976.7	RXN2T-60	EC# 2.3.1.119	arachidoyl-CoA + malonyl-CoA + NADPH + 4 H<SUP>+</SUP>  &rarr;  behenyl CoA + CO<SUB>2</SUB> + NADP<sup>+</sup> + coenzyme A + H<SUB>2</SUB>O
NCU08976.5	7000006085211297	7000007580557963	NCU08976.7	RXN2T-61	EC# 2.3.1.119	behenyl CoA + malonyl-CoA + NADPH + 4 H<SUP>+</SUP>  &rarr;  lignoceroyl-coa + CO<SUB>2</SUB> + NADP<sup>+</sup> + coenzyme A + H<SUB>2</SUB>O
NCU08976.5	7000006085211297	7000007580557963	NCU08976.7	RXN-1026	fatty acid elongation	a long-chain acyl-CoA + malonyl-CoA  =  a very long chain fatty acyl-CoA + CO<SUB>2</SUB> + coenzyme A
NCU08976.5	7000006085211297	7000007580557963	NCU08976.7	ICOSANOYL-COA-SYNTHASE-RXN	EC# 2.3.1.119	stearoyl-CoA + malonyl-CoA + NADPH + 4 H<SUP>+</SUP>  &rarr;  arachidoyl-CoA + CO<SUB>2</SUB> + NADP<sup>+</sup> + coenzyme A + H<SUB>2</SUB>O
NCU08977.5	7000006085211313	7000007580547229	NCU08977.7	RXN-4465	RXN-4465	a &omega;-hydroxy fatty acid + oxygen  &rarr;  a &omega;-oxo fatty acid + hydrogen peroxide
NCU08977.5	7000006085211313	7000007580547229	NCU08977.7	RXN2T-508	RXN-4465-16-HYDROXYPALMITATE/OXYGEN-MOLECULE//CPD-10512/HYDROGEN-PEROXIDE.65.	16-hydroxypalmitate + oxygen  =  hydrogen peroxide + 16-oxo-palmitate
NCU08977.5	7000006085211313	7000007580547229	NCU08977.7	RXN2T-507	RXN-4465-18-HYDROXYOLEATE/OXYGEN-MOLECULE//18-OXOOLEATE/HYDROGEN-PEROXIDE.65.	18-hydroxyoleate + oxygen  =  hydrogen peroxide + 18-oxo-oleate
NCU08977.5	7000006085211313	7000007580547229	NCU08977.7	RXN-4444	RXN-4444	a fatty alcohol + oxygen  &rarr;  a fatty aldehyde + hydrogen peroxide
NCU08985.5	7000006085195676	7000007580558291	NCU08985.7	PROTEIN-TYROSINE-PHOSPHATASE-RXN	EC# 3.1.3.48	a protein-L-tyrosine phosphate + H<SUB>2</SUB>O  =  phosphate + a [protein]-L-tyrosine
NCU09002.5	7000006085195970	7000007580547298	NCU09002.7	NADH-DEHYDROG-A-RXN	EC# 1.6.5.3	NADH<SUB>[mitochondrial lumen]</SUB> + a ubiquinone + 5 H<SUP>+</SUP><SUB>[mitochondrial lumen]</SUB>  &rarr;  NAD<sup>+</sup><SUB>[mitochondrial lumen]</SUB> + a ubiquinol + 4 H<SUP>+</SUP>
NCU09018.5	7000006085196176	7000007580574347	NCU09018.7	GLUTAMINYL-PEPTIDE-CYCLOTRANSFERASE-RXN	EC# 2.3.2.5	L-glutaminyl-peptide  =  a 5-oxoprolyl-peptide + ammonia
NCU09025.5	7000006085103911	7000007580562316	NCU09025.7	6.3.5.7-RXN	EC# 6.3.5.7	L-glutamine + L-glutamyl-tRNA<sup>Gln</sup> + ATP  &rarr;  L-glutamate + L-glutaminyl-tRNA<SUP>gln</SUP> + phosphate + ADP
NCU09025.5	7000006085103911	7000007580562316	NCU09025.7	RXN490-3617	EC# 6.3.5.-	L-glutamine + L-aspartyl-tRNA<SUP>asn</SUP> + ATP  =  L-glutamate + L-asparaginyl-tRNA<SUP>asn</SUP> + phosphate + ADP
NCU09026.5	7000006085102771	7000007580547728	NCU09026.7	3.1.1.73-RXN	EC# 3.1.1.73	a feruloyl-polysaccharide + H<SUB>2</SUB>O  =  ferulate + a polysaccharide
NCU09041.5	7000006085102502	7000007580540256	NCU09041.7	L-XYLULOSE-REDUCTASE-RXN	EC# 1.1.1.10	L-xylulose + NADPH + H<SUP>+</SUP>  &rarr;  xylitol + NADP<sup>+</sup>
NCU09041.5	7000006085102502	7000007580540256	NCU09041.7	MANNITOL-2-DEHYDROGENASE-NADP+-RXN	EC# 1.1.1.138	NADP<sup>+</sup> + D-mannitol  =  D-fructose + NADPH
NCU09050.5	7000006085102470	7000007580543789	NCU09050.7	24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN	EC# 1.14.13.20	2,4-dichlorophenol + NADPH + oxygen + H<SUP>+</SUP>  &rarr;  3,5-dichlorocatechol + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU09058.5	7000006085103754	7000007580555306	NCU09058.7	METHYLGLUTACONYL-COA-HYDRATASE-RXN	EC# 4.2.1.18	3-methylglutaconyl-CoA + H<SUB>2</SUB>O  &rarr;  (<i>S</i>)-3-hydroxy-3-methylglutaryl-CoA
NCU09102.5	7000006085105683	7000007580559242	NCU09102.7	6.3.5.7-RXN	EC# 6.3.5.7	L-glutamine + L-glutamyl-tRNA<sup>Gln</sup> + ATP  &rarr;  L-glutamate + L-glutaminyl-tRNA<SUP>gln</SUP> + phosphate + ADP
NCU09102.5	7000006085105683	7000007580559242	NCU09102.7	RXN490-3617	EC# 6.3.5.-	L-glutamine + L-aspartyl-tRNA<SUP>asn</SUP> + ATP  =  L-glutamate + L-asparaginyl-tRNA<SUP>asn</SUP> + phosphate + ADP
NCU09116.5	7000006085105520	7000007580562463	NCU09116.7	RXN-7708	RXN-7708	L-methionine + phenylpyruvate  &rarr;  2-oxo-4-methylthiobutanoate + L-phenylalanine
NCU09116.5	7000006085105520	7000007580562463	NCU09116.7	PHEAMINOTRANS-RXN	EC# 2.6.1.57	phenylpyruvate + L-glutamate  &harr;  L-phenylalanine + 2-oxoglutarate
NCU09116.5	7000006085105520	7000007580562463	NCU09116.7	2.6.1.57-RXN	EC# 2.6.1.57	an aromatic amino acid + 2-oxoglutarate  =  an aromatic oxo-acid + L-glutamate
NCU09116.5	7000006085105520	7000007580562463	NCU09116.7	TYRAMINOTRANS-RXN	EC# 2.6.1.57	L-tyrosine + 2-oxoglutarate  &harr;  4-hydroxyphenylpyruvate + L-glutamate
NCU09116.5	7000006085105520	7000007580562463	NCU09116.7	TYROSINE-AMINOTRANSFERASE-RXN	EC# 2.6.1.5	L-tyrosine + 2-oxoglutarate  &rarr;  L-glutamate + 4-hydroxyphenylpyruvate
NCU09135.5	7000006085169562	7000007580551963	NCU09135.7	3.1.4.10-RXN	EC# 4.6.1.13	an L-1-phosphatidyl-inositol  =  a 1,2-diacylglycerol + D-myo-inositol 1,2-cyclic phosphate
NCU09135.5	7000006085169562	7000007580551963	NCU09135.7	RXN2T-137	EC# 4.6.1.13	1-16:0-2-18:1-phosphatidylinositol  =  D-myo-inositol 1,2-cyclic phosphate + 1-16:0-2-18:1-diacylglycerol
NCU09199.5	7000006085187693	7000007580544781	NCU09199.7	RXN-8489	EC# 1.10.3.-	2 dopaxanthin + oxygen  &rarr;  2 dopaxanthin quinone + 2 H<SUB>2</SUB>O
NCU09199.5	7000006085187693	7000007580544781	NCU09199.7	MONOPHENOL-MONOOXYGENASE-RXN	EC# 1.14.18.1	L-dopa + L-tyrosine + oxygen  =  L-dopa + dopaquinone + H<SUB>2</SUB>O
NCU09199.5	7000006085187693	7000007580544781	NCU09199.7	RXN-8488	EC# 1.14.18.-	portulacaxanthin II + L-ascorbate-6-phosphate + oxygen + H<SUP>+</SUP>  &rarr;  dopaxanthin + L-dehydro-ascorbate + H<SUB>2</SUB>O
NCU09199.5	7000006085187693	7000007580544781	NCU09199.7	CATECHOL-OXIDASE-RXN	EC# 1.10.3.1	2 catechol + oxygen  =  2 1,2-benzoquinone + 2 H<SUB>2</SUB>O
NCU09209.5	7000006085187789	7000007580556064	NCU09209.7	GALACTOSE-OXIDASE-RXN	EC# 1.1.3.9	&beta;-D-galactose + oxygen  =  D-galacto-hexodialdose + hydrogen peroxide
NCU09230.5	7000006085194334	7000007580575069	NCU09230.7	CYSTAGLY-RXN	EC# 4.4.1.1	L-cystathionine + H<SUB>2</SUB>O  &rarr;  ammonia + 2-oxobutanoate + L-cysteine + H<SUP>+</SUP>
NCU09230.5	7000006085194334	7000007580575069	NCU09230.7	HOMOSERDEAM-RXN	EC# 4.4.1.1	L-homoserine  =  ammonia + 2-oxobutanoate + H<SUP>+</SUP>
NCU09230.5	7000006085194334	7000007580575069	NCU09230.7	LCYSDESULF-RXN	EC# 4.4.1.1	L-cysteine + H<SUB>2</SUB>O  &rarr;  ammonia + pyruvate + hydrogen sulfide + H<SUP>+</SUP>
NCU09264.5	7000006085192205	7000007580585153	NCU09264.7	R145-RXN	EC# 4.2.1.109	5-methylthioribulose-1-phosphate  &rarr;  5-(methylthio)-2,3-dioxopentyl phosphate + H<SUB>2</SUB>O
NCU09281.5	7000006085104011	7000007580540137	NCU09281.7	MALTODEXGLUCOSID-RXN	EC# 3.2.1.20	(1,4-&alpha;-D-glucosyl)(<sub>n</sub>) + H<SUB>2</SUB>O  =  (1,4-&alpha;-D-glucosyl)<sub>(n-1)</sub> + &alpha;-D-glucose
NCU09287.5	7000006085104046	7000007580551383	NCU09287.7	TRANS-RXN2T-92	Transport of a sugar	a sugar<sub>[extracellular space]</sub>  &rarr;  a sugar<sub>[cytosol]</sub>
NCU09287.5	7000006085104046	7000007580551383	NCU09287.7	RXN2T-67	Transport of &beta;-D-fructofuranose	&beta;-D-fructofuranose<sub>[extracellular space]</sub>  &rarr;  &beta;-D-fructofuranose<sub>[cytosol]</sub>
NCU09287.5	7000006085104046	7000007580551383	NCU09287.7	TRANS-RXN2T-52	Transport of a monosaccharide	a monosaccharide<sub>[extracellular space]</sub>  &rarr;  a monosaccharide<sub>[cytosol]</sub>
NCU09299.5	7000006085104113	7000007580565541	NCU09299.7	NADH-DEHYDROG-A-RXN	EC# 1.6.5.3	NADH<SUB>[mitochondrial lumen]</SUB> + a ubiquinone + 5 H<SUP>+</SUP><SUB>[mitochondrial lumen]</SUB>  &rarr;  NAD<sup>+</sup><SUB>[mitochondrial lumen]</SUB> + a ubiquinol + 4 H<SUP>+</SUP>
NCU09312.5	7000006085184033	7000007580559434	NCU09312.7	UPPSYN-RXN	EC# 2.5.1.-	di-<i>trans</i>-ply-<i>cis</i>polyisoprenyl<sub>n</sub>-PP + isopentenyl diphosphate  =  diphosphate + di-<i>trans</i>-ply-<i>cis</i>polyisoprenyl<sub>n+1</sub>-PP
NCU09312.5	7000006085184033	7000007580559434	NCU09312.7	RXN-8998	EC# 2.5.1.31	di-<i>trans</i>,poly-<i>cis</i>-nonaprenyl diphosphate + isopentenyl diphosphate  =  di-<i>trans</i>,poly-<i>cis</i>-decaprenyl diphosphate + diphosphate
NCU09312.5	7000006085184033	7000007580559434	NCU09312.7	RXN-8997	EC# 2.5.1.31	di-<i>trans</i>,poly-<i>cis</i>-octaprenyl diphosphate + isopentenyl diphosphate  =  di-<i>trans</i>,poly-<i>cis</i>-nonaprenyl diphosphate + diphosphate
NCU09312.5	7000006085184033	7000007580559434	NCU09312.7	RXN-8996	EC# 2.5.1.31	di-<i>trans</i>,poly-<i>cis</i>-heptaprenyl diphosphate + isopentenyl diphosphate  =  di-<i>trans</i>,poly-<i>cis</i>-octaprenyl diphosphate + diphosphate
NCU09312.5	7000006085184033	7000007580559434	NCU09312.7	RXN-8995	EC# 2.5.1.31	di-<i>trans</i>,poly-<i>cis</i>-hexaprenyl diphosphate + isopentenyl diphosphate  =  di-<i>trans</i>,poly-<i>cis</i>-heptaprenyl diphosphate + diphosphate
NCU09312.5	7000006085184033	7000007580559434	NCU09312.7	RXN-8994	EC# 2.5.1.31	di-<i>trans</i>,di-<i>cis</i>-pentaprenyl diphosphate + isopentenyl diphosphate  =  di-<i>trans</i>,poly-<i>cis</i>-hexaprenyl diphosphate + diphosphate
NCU09312.5	7000006085184033	7000007580559434	NCU09312.7	RXN-8993	EC# 2.5.1.31	geranylgeranyl diphosphate + isopentenyl diphosphate  =  di-<i>trans</i>,di-<i>cis</i>-pentaprenyl diphosphate + diphosphate
NCU09312.5	7000006085184033	7000007580559434	NCU09312.7	RXN-8999	EC# 2.5.1.31	(2<i>E</i>,6</i>E</i>)-farnesyl diphosphate + 8 isopentenyl diphosphate  =  di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl diphosphate + 8 diphosphate
NCU09321.5	7000006085183932	7000007580555782	NCU09321.7	TRANS-RXN2V-38	Transport of H<SUP>+</SUP>	sucrose<sub>[extracellular space]</sub> + H<SUP>+</SUP><sub>[extracellular space]</sub>  &rarr;  sucrose<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>
NCU09345.5	7000006085099307	7000007580578050	NCU09345.7	RXN3O-3797	RXN3O-3797	L-histidine + pyridoxal 5'-phosphate  &rarr;  hydroxymethylpyrimidine
NCU09358.5	7000006085093286	7000007580563254	NCU09358.7	TRANS-RXN2T-224	Glycerol proton symport	glycerol<sub>[extracellular space]</sub> + H<SUP>+</SUP><sub>[extracellular space]</sub>  &rarr;  glycerol<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>
NCU09377.5	7000006085105931	7000007580540905	NCU09377.7	3.1.3.16-RXN	EC# 3.1.3.16	a phosphoprotein + H<SUB>2</SUB>O  =  phosphate + a protein
NCU09378.5	7000006085105927	7000007580569375	NCU09378.7	DNA-DIRECTED-RNA-POLYMERASE-RXN	EC# 2.7.7.6	a nucleoside triphosphate + RNA<sub>(n)</sub>  =  diphosphate + RNA<sub>(n+1)</sub>
NCU09456.5	7000006085103815	7000007580547867	NCU09456.7	1.14.13.8-RXN	EC# 1.14.13.8	N,N-dimethylaniline + NADPH + oxygen + H<SUP>+</SUP>  =  nn-dimethylaniline-n-oxide + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU09460.5	7000006085103799	7000007580544020	NCU09460.7	NADH-DEHYDROG-A-RXN	EC# 1.6.5.3	NADH<SUB>[mitochondrial lumen]</SUB> + a ubiquinone + 5 H<SUP>+</SUP><SUB>[mitochondrial lumen]</SUB>  &rarr;  NAD<sup>+</sup><SUB>[mitochondrial lumen]</SUB> + a ubiquinol + 4 H<SUP>+</SUP>
NCU09473.5	7000006085096172	7000007580566496	NCU09473.7	3-OXOACYL-ACP-REDUCT-RXN	EC# 1.1.1.100	a (3<i>R</i>)-3-hydroxyacyl-[acp] + NADP<sup>+</sup>  =  a &beta;-ketoacyl-[acp] + NADPH + H<SUP>+</SUP>
NCU09473.5	7000006085096172	7000007580566496	NCU09473.7	RXN-9556	EC# 1.1.1.100	a (R)-3-hydroxy-<i>cis</i>-vaccenoyl-[acp] + NADP<sup>+</sup>  =  a 3-oxo-<i>cis</i>-vaccenoyl-[acp] + NADPH + H<SUP>+</SUP>
NCU09473.5	7000006085096172	7000007580566496	NCU09473.7	RXN0-2142	EC# 1.1.1.100	a 3-oxo-<i>cis</i>-&Delta;<sup>5</sup>-dodecenoyl-[acp] + NADPH + H<SUP>+</SUP>  =  a 3-hydroxy <i>cis</i> &Delta;<sup>5</sup>-dodecenoyl-[acp] + NADP<sup>+</sup>
NCU09477.5	7000006085097224	7000007580559896	NCU09477.7	NADH-DEHYDROG-A-RXN	EC# 1.6.5.3	NADH<SUB>[mitochondrial lumen]</SUB> + a ubiquinone + 5 H<SUP>+</SUP><SUB>[mitochondrial lumen]</SUB>  &rarr;  NAD<sup>+</sup><SUB>[mitochondrial lumen]</SUB> + a ubiquinol + 4 H<SUP>+</SUP>
