_id	_src_grp	_src_tag	_status	_user	name_new	name_old	symbol_new	symbol_old	synonyms_new	synonyms_old	pubMedId	term_id	term_name
CA-9397	NC10_CALLGENES_FINAL_5	NCU09210	promoted	hmhood@ebs.ogi.edu	predicted protein	dyp-type peroxidase					19262566	GO:0009416	response to light stimulus
CA-9398	NC10_CALLGENES_FINAL_5	NCU09266	promoted	hmhood@ebs.ogi.edu	methylmalonate-semialdehyde dehydrogenase, mitochondrial precursor	methylmalonate-semialdehyde dehydrogenase					19262566	GO:0009416	response to light stimulus
CA-9399	NC10_CALLGENES_FINAL_5	NCU09403	promoted	hmhood@ebs.ogi.edu	predicted protein	NmrA family protein					19262566	GO:0009416	response to light stimulus
CA-9400	NC10_CALLGENES_FINAL_5	NCU09502	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19262566	GO:0009416	response to light stimulus
CA-9401	NC10_CALLGENES_FINAL_5	NCU09526	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19262566	GO:0009416	response to light stimulus
CA-9402	NC10_CALLGENES_FINAL_5	NCU09532	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to dihydrodipicolinate synthetase family protein	L-threo-3-deoxy-hexulosonate aldolase					19262566	GO:0009416	response to light stimulus
CA-9403	NC10_CALLGENES_FINAL_5	NCU09533	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to NAD-binding Rossmann fold oxidoreductase	NAD binding Rossmann fold oxidoreductase					20018766,19262566	GO:0009416	response to light stimulus
CA-9404	NC10_CALLGENES_FINAL_5	NCU09535	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	hypothetical protein					19262566	GO:0009416	response to light stimulus
CA-9405	NC10_CALLGENES_FINAL_5	NCU09553	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to 3-hydroxybutyryl-CoA dehydrogenase	3-hydroxybutyryl CoA dehydrogenase					19262566	GO:0009416	response to light stimulus
CA-9406	NC10_CALLGENES_FINAL_5	NCU09579	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	retinol dehydrogenase 12					19262566	GO:0009416	response to light stimulus
CA-9407	NC10_CALLGENES_FINAL_5	NCU09646	promoted	hmhood@ebs.ogi.edu							19262566	GO:0009416	response to light stimulus
CA-9408	NC10_CALLGENES_FINAL_5	NCU09692	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	phosphatidic acid phosphatase beta					19262566	GO:0009416	response to light stimulus
CA-9409	NC10_CALLGENES_FINAL_5	NCU09714	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	hypothetical protein					19262566	GO:0009416	response to light stimulus
CA-9410	NC10_CALLGENES_FINAL_5	NCU09716	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19262566	GO:0009416	response to light stimulus
CA-9411	NC10_CALLGENES_FINAL_5	NCU09723	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19262566	GO:0009416	response to light stimulus
CA-9412	NC10_CALLGENES_FINAL_5	NCU09783	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	D-isomer specific 2-hydroxyacid dehydrogenase					19262566	GO:0009416	response to light stimulus
CA-9413	NC10_CALLGENES_FINAL_5	NCU09820	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	hypothetical protein					19262566	GO:0009416	response to light stimulus
CA-9414	NC10_CALLGENES_FINAL_5	NCU09821	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to short-chain dehydrogenase/reductase SDR	oxidoreductase					19262566	GO:0009416	response to light stimulus
CA-9415	NC10_CALLGENES_FINAL_5	NCU09830	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to ABC multidrug transporter	ABC multidrug transporter					19262566	GO:0009416	response to light stimulus
CA-9416	NC10_CALLGENES_FINAL_5	NCU09841	promoted	hmhood@ebs.ogi.edu	low molecular weight phosphotyrosine protein phosphatase	phosphotyrosine protein phosphatase					19262566	GO:0009416	response to light stimulus
CA-9417	NC10_CALLGENES_FINAL_5	NCU09883	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	hypothetical protein					19262566	GO:0009416	response to light stimulus
CA-9418	NC10_CALLGENES_FINAL_5	NCU09931	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to 2-nitropropane dioxygenase	oxidoreductase					20018766,19262566	GO:0009416	response to light stimulus
CA-9419	NC10_CALLGENES_FINAL_5	NCU09937	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	cell wall glycosyl hydrolase Dfg5					20018766,19262566	GO:0009416	response to light stimulus
CA-9420	NC10_CALLGENES_FINAL_5	NCU09992	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	serine peptidase					20018766,19262566	GO:0009416	response to light stimulus
CA-9421	NC10_CALLGENES_FINAL_5	NCU10011	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	hypothetical protein					19262566	GO:0009416	response to light stimulus
CA-9422	NC10_CALLGENES_FINAL_5	NCU10021	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to monosaccharide transporter	MFS monosaccharide transporter					19520721,20018766,19262566	GO:0009416	response to light stimulus
CA-9423	NC10_CALLGENES_FINAL_5	NCU10360	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19262566	GO:0009416	response to light stimulus
CA-9424	NC10_CALLGENES_FINAL_5	NCU11090	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19262566	GO:0009416	response to light stimulus
CA-9439	NC10_CALLGENES_FINAL_5	NCU10468	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to arginine biosynthesis bifunctional protein ArgJ	arginine biosynthesis argJ					19801418,161750,161750	GO:0005739,GO:0004042,GO:0004358,GO:0005759,GO:0006526,GO:0006592	mitochondrion,acetyl-CoA:L-glutamate N-acetyltransferase activity,glutamate N-acetyltransferase activity,mitochondrial matrix,arginine biosynthetic process,ornithine biosynthetic process
CA-9440	NC10_CALLGENES_FINAL_5	NCU09320	promoted	hmhood@ebs.ogi.edu						C9	20018766	GO:0000105,GO:0003879	histidine biosynthetic process,ATP phosphoribosyltransferase activity
CA-9441	NC10_CALLGENES_FINAL_5	NCU02450	promoted	hmhood@ebs.ogi.edu	threonine dehydratase, mitochondrial precursor	threonine dehydratase						GO:0004794,GO:0005739,GO:0009082	L-threonine ammonia-lyase activity,mitochondrion,branched chain family amino acid biosynthetic process
CA-9459	NC10_CALLGENES_FINAL_5	NCU09817	promoted	hmhood@ebs.ogi.edu	DAHP synthase (Phe)	DAHP synthase					20018766	GO:0003849,GO:0005634,GO:0005737,GO:0005739,GO:0009073	3-deoxy-7-phosphoheptulonate synthase activity,nucleus,cytoplasm,mitochondrion,aromatic amino acid family biosynthetic process
CA-9460	NC10_CALLGENES_FINAL_5	NCU07725	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to chorismate mutase	chorismate mutase						GO:0004106,GO:0005634,GO:0005737,GO:0009073	chorismate mutase activity,nucleus,cytoplasm,aromatic amino acid family biosynthetic process
CA-9461	NC10_CALLGENES_FINAL_5	NCU02564	promoted	hmhood@ebs.ogi.edu								GO:0004124,GO:0005739,GO:0006535	cysteine synthase activity,mitochondrion,cysteine biosynthetic process from serine
CA-9462	NC10_CALLGENES_FINAL_5	NCU00892	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	methionine-6		met-6			8532524	GO:0044030,GO:0004326,GO:0005737,GO:0005739,GO:0006730	regulation of DNA methylation,tetrahydrofolylpolyglutamate synthase activity,cytoplasm,mitochondrion,one-carbon metabolic process
CA-9463	NC10_CALLGENES_FINAL_5	NCU02430	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to cystathionine gamma-synthase	cystathionine gamma-synthase						GO:0003962,GO:0005634,GO:0006790	cystathionine gamma-synthase activity,nucleus,sulfur compound metabolic process
CA-9464	NC10_CALLGENES_FINAL_5	NCU00944	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to alanine racemase	l-allo-threonine aldolase						GO:0004793,GO:0005829,GO:0006545,GO:0006567,GO:0008732	threonine aldolase activity,cytosol,glycine biosynthetic process,threonine catabolic process,L-allo-threonine aldolase activity
CA-9465	NC10_CALLGENES_FINAL_5	NCU01429	promoted	hmhood@ebs.ogi.edu								GO:0004648,GO:0005737,GO:0006564,GO:0009070,GO:0009113	O-phospho-L-serine:2-oxoglutarate aminotransferase activity,cytoplasm,L-serine biosynthetic process,serine family amino acid biosynthetic process,purine base biosynthetic process
CA-9466	NC10_CALLGENES_FINAL_5	NCU04216	promoted	hmhood@ebs.ogi.edu								GO:0004044,GO:0005737,GO:0006189	amidophosphoribosyltransferase activity,cytoplasm,'de novo' IMP biosynthetic process
CA-9468	NC10_CALLGENES_FINAL_5	NCU08685	promoted	hmhood@ebs.ogi.edu								GO:0004642,GO:0005737,GO:0006164,GO:0006189	phosphoribosylformylglycinamidine synthase activity,cytoplasm,purine nucleotide biosynthetic process,'de novo' IMP biosynthetic process
CA-9469	NC10_CALLGENES_FINAL_5	NCU06187	promoted	hmhood@ebs.ogi.edu							20018766	GO:0004018,GO:0006164,GO:0006189	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity,purine nucleotide biosynthetic process,'de novo' IMP biosynthetic process
CA-9479	NC10_CALLGENES_FINAL_5	NCU05290	promoted	hmhood@ebs.ogi.edu							20018766	GO:0004588,GO:0005634,GO:0005737,GO:0006207,GO:0046132	orotate phosphoribosyltransferase activity,nucleus,cytoplasm,'de novo' pyrimidine base biosynthetic process,pyrimidine ribonucleoside biosynthetic process
CA-9480	NC10_CALLGENES_FINAL_5	NCU07456	promoted	hmhood@ebs.ogi.edu	riboflavin synthase alpha chain	riboflavin synthase subunit alpha						GO:0004746,GO:0005634,GO:0005829,GO:0009231,GO:0033554	riboflavin synthase activity,nucleus,cytosol,riboflavin biosynthetic process,cellular response to stress
CA-9499	NC10_CALLGENES_FINAL_5	NCU02925	promoted	hmhood@ebs.ogi.edu							19520721,19277664	GO:0000909	sporocarp development involved in sexual reproduction
CA-9500	NC7_FINAL_CALLGENES_3	NCU02925	deleted	hmhood@ebs.ogi.edu							19277664		
CA-9501	NC10_CALLGENES_FINAL_5	NCU02920	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	short-chain dehydrogenase/reductase SDR					19277664		
CA-9502	NC10_CALLGENES_FINAL_5	NCU02922	promoted	hmhood@ebs.ogi.edu	predicted protein	short-chain dehydrogenase/reductase					19277664		
CA-9503	NC7_FINAL_CALLGENES_3	NCU02923	deleted	hmhood@ebs.ogi.edu							19277664		
CA-9504	NC10_CALLGENES_FINAL_5	NCU02924	promoted	hmhood@ebs.ogi.edu	predicted protein	epoxide hydrolase					19277664,20018766		
CA-9505	NC10_CALLGENES_FINAL_5	NCU02926	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19277664		
CA-9506	NC10_CALLGENES_FINAL_5	NCU02927	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19277664		
CA-9507	NC10_CALLGENES_FINAL_5	NCU02928	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19277664		
CA-9508	NC10_CALLGENES_FINAL_5	NCU02929	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19277664		
CA-9509	NC7_FINAL_CALLGENES_3	NCU02930	deleted	hmhood@ebs.ogi.edu							19277664		
CA-9510	NC10_CALLGENES_FINAL_5	NCU02931	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19277664		
CA-9511	NC10_CALLGENES_FINAL_5	NCU02932	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19277664,20018766		
CA-9512	NC7_FINAL_CALLGENES_3	NCU02933	curated	hmhood@ebs.ogi.edu							19277664		
CA-9513	NC10_CALLGENES_FINAL_5	NCU02934	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19277664		
CA-9514	NC10_CALLGENES_FINAL_5	NCU04865	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	polyketide synthase-3		pks-3			19277664		
CA-9515	NC10_CALLGENES_FINAL_5	NCU05011	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	polyketide synthase-2		pks-2			19277664		
CA-9516	NC10_CALLGENES_FINAL_4_FEB	NCU06013	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to polyketide synthase	polyketide synthase-1		pks-1			19277664		
CA-9517	NC7_FINAL_CALLGENES_3	NCU08399	deleted	hmhood@ebs.ogi.edu							19277664		
CA-9518	NC10_CALLGENES_FINAL_5	NCU09638	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	polyketide synthase-5		pks-5			19277664,19520721		
CA-9519	NC10_CALLGENES_FINAL_5	NCU10048	promoted	hmhood@ebs.ogi.edu							19139144		
CA-9539	NC10_CALLGENES_FINAL_5	NCU01605	promoted	hmhood@ebs.ogi.edu	maintenance of ploidy protein mob1	protein kinase regulator					19788544,19788544,19788544,19788544,19788544	GO:0000909,GO:0009272,GO:0019835,GO:0030448,GO:0070787,GO:0005515,GO:0005634,GO:0005816,GO:0005829,GO:0019887,GO:0031097	sporocarp development involved in sexual reproduction,fungal-type cell wall biogenesis,cytolysis,hyphal growth,conidiophore development,protein binding,nucleus,spindle pole body,cytosol,protein kinase regulator activity,medial cortex
CA-9559	NC10_CALLGENES_FINAL_5	NCU04815	promoted	hmhood@ebs.ogi.edu								GO:0004462,GO:0005634,GO:0005737,GO:0006749,GO:0019243	lactoylglutathione lyase activity,nucleus,cytoplasm,glutathione metabolic process,methylglyoxal catabolic process to D-lactate
CA-9560	NC10_CALLGENES_FINAL_5	NCU06449	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to potassium transporter	trk-1					19246761,20034585		
CA-9561	NC10_CALLGENES_FINAL_5	NCU02456	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	potassium transporter					19246761,20034585		
CA-9562	NC10_CALLGENES_FINAL_5	NCU06624	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to voltage-gated chloride channel	CLC voltage-gated chloride channel protein					19246761		
CA-9563	NC10_CALLGENES_FINAL_5	NCU01940	promoted	hmhood@ebs.ogi.edu	hypothetical protein	serine/threonine protein kinase					19246761,19520721,19772928,19772928,19772928	GO:0006972,GO:0010226,GO:0042391	hyperosmotic response,response to lithium ion,regulation of membrane potential
CA-9579	NC10_CALLGENES_FINAL_5	NCU06619	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to neutral amino acid permease	methyltryptophan resistant		mtr		Pm-N,mt,neu,neuA,neuR,neuT,pmn	10511550,19444217		
CA-9580	NC10_CALLGENES_FINAL_5	NCU07307	promoted	hmhood@ebs.ogi.edu							20018766,10501937,10501937,10501937	GO:0000909,GO:0004312,GO:0006631	sporocarp development involved in sexual reproduction,fatty acid synthase activity,fatty acid metabolic process
CA-9581	NC7_FINAL_CALLGENES_3	NCU10691	curated	hmhood@ebs.ogi.edu								GO:0003988,GO:0005782,GO:0006635	acetyl-CoA C-acyltransferase activity,peroxisomal matrix,fatty acid beta-oxidation
CA-9599	NC10_CALLGENES_FINAL_5	NCU02918	promoted	minou.nowrousian@rub.de							14676319,15802524,19277664		
CA-9601	NC10_CALLGENES_FINAL_5	NCU02919	promoted	minou.nowrousian@rub.de	predicted protein	cupin domain-containing protein					19277664		
CA-9602	NC7_FINAL_CALLGENES_3	NCU02920	deleted	minou.nowrousian@rub.de							19277664		
CA-9603	NC10_CALLGENES_FINAL_5	NCU02921	promoted	minou.nowrousian@rub.de	conserved hypothetical protein	cupin domain-containing protein					19277664		
CA-9604	NC7_FINAL_CALLGENES_3	NCU02922	deleted	minou.nowrousian@rub.de							15802524,19277664		
CA-9605	NC7_FINAL_CALLGENES_3	NCU02922	deleted	minou.nowrousian@rub.de									
CA-9606	NC7_FINAL_CALLGENES_3	NCU02922	deleted	minou.nowrousian@rub.de							19277664		
CA-9607	NC10_CALLGENES_FINAL_5	NCU02923	promoted	minou.nowrousian@rub.de	predicted protein	hypothetical protein					14676319,19277664		
CA-9608	NC7_FINAL_CALLGENES_3	NCU02924	deleted	minou.nowrousian@rub.de							19277664		
CA-9609	NC7_FINAL_CALLGENES_3	NCU02925	deleted	minou.nowrousian@rub.de			fbm1						
CA-9610	NC7_FINAL_CALLGENES_3	NCU02925	deleted	minou.nowrousian@rub.de					fruiting body maturation 1		19277664,19277664	FAO:0000007	fruitbody
CA-9611	NC7_FINAL_CALLGENES_3	NCU02925	deleted	minou.nowrousian@rub.de							19277664		
CA-9612	NC7_FINAL_CALLGENES_3	NCU02926	deleted	minou.nowrousian@rub.de							19277664		
CA-9613	NC7_FINAL_CALLGENES_3	NCU02927	deleted	minou.nowrousian@rub.de							19277664		
CA-9614	NC7_FINAL_CALLGENES_3	NCU02928	deleted	minou.nowrousian@rub.de							19277664		
CA-9615	NC7_FINAL_CALLGENES_3	NCU02929	deleted	minou.nowrousian@rub.de							19277664		
CA-9616	NC10_CALLGENES_FINAL_5	NCU02930	promoted	minou.nowrousian@rub.de	hypothetical protein similar to pyridoxal reductase AKR8	hypothetical protein					15802524,19277664		
CA-9617	NC10_CALLGENES_FINAL_5	NCU08399	promoted	minou.nowrousian@rub.de							14676319		
CA-9618	NC10_CALLGENES_FINAL_5	NCU09638	promoted	minou.nowrousian@rub.de							14676319		
CA-9619	NC10_CALLGENES_FINAL_5	NCU04865	promoted	minou.nowrousian@rub.de							14676319		
CA-9620	NC10_CALLGENES_FINAL_5	NCU05011	promoted	minou.nowrousian@rub.de							14676319		
CA-9621	NC10_CALLGENES_FINAL_4_FEB	NCU06013	promoted	minou.nowrousian@rub.de							14676319		
CA-9622	NC7_FINAL_CALLGENES_3	NCU06013	deleted	minou.nowrousian@rub.de							14676319		
CA-9623	NC10_CALLGENES_FINAL_5	NCU08399	promoted	minou.nowrousian@rub.de	conserved hypothetical protein	polyketide synthase-4		pks-4			19277664	FAO:0000007	fruitbody
CA-9624	NC10_CALLGENES_FINAL_5	NCU00116	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to CCAAT-binding protein subunit HAP5	am alpha binding protein-1		aab-1			19520721,9475726,9475726	GO:0016602,GO:0043565,GO:0003704,GO:0003677,GO:0003700,GO:0006109,GO:0006355,GO:0030528,GO:0033217	CCAAT-binding factor complex,sequence-specific DNA binding,specific RNA polymerase II transcription factor activity,DNA binding,sequence-specific DNA binding transcription factor activity,regulation of carbohydrate metabolic process,regulation of transcription, DNA-dependent,transcription regulator activity,regulation of transcription from RNA polymerase II promoter in response to iron ion starvation
CA-9640	NC10_CALLGENES_FINAL_5	NCU09387	promoted	hmhood@ebs.ogi.edu							19417542		
CA-9641	NC10_CALLGENES_FINAL_5	NCU06270	promoted	hmhood@ebs.ogi.edu	mitochondrial processing peptidase alpha subunit	mitochondrial processing peptidase		mpp			10496979,8106471,8106471	GO:0008233,GO:0017087	peptidase activity,mitochondrial processing peptidase complex
CA-9642	NC10_CALLGENES_FINAL_5	NCU08138	promoted	hmhood@ebs.ogi.edu							10518522		
CA-9659	NC10_CALLGENES_FINAL_5	NCU03243	promoted	norap@umn.edu	hypothetical protein similar to neutral sphingomyelinase	inositol phosphosphingolipid phospholipase C							
CA-9660	NC10_CALLGENES_FINAL_5	NCU09873	promoted	d-ebbole@tamu.edu									
CA-9679	NC10_CALLGENES_FINAL_5	NCU08770	promoted	d-ebbole@tamu.edu	predicted protein	hypothetical protein							
CA-9699	NC10_CALLGENES_FINAL_5	NCU00153	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	pyridine nucleotide-disulfide oxidoreductase					19239619,19520721		
CA-9719	NC7_FINAL_CALLGENES_3	NCU04999	curated	d-ebbole@tamu.edu									
CA-9739	NC10_CALLGENES_FINAL_5	NCU08102	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19461939		
CA-9740	NC10_CALLGENES_FINAL_5	NCU08103	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19461939		
CA-9741	NC10_CALLGENES_FINAL_5	NCU08797	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19461939		
CA-9742	NC10_CALLGENES_FINAL_5	NCU08796	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19461939,19520721		
CA-9743	NC10_CALLGENES_FINAL_5	NCU05921	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19461939		
CA-9744	NC10_CALLGENES_FINAL_5	NCU05920	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19461939		
CA-9759	NC10_CALLGENES_FINAL_5	NCU01958	promoted	hmhood@ebs.ogi.edu	DNA-binding protein similar to mating type A-1	mating-type protein A-1	mat A-1				19520721,9819054	FAO:0000008	ascocarp
CA-9760	NC10_CALLGENES_FINAL_5	NCU01959	promoted	hmhood@ebs.ogi.edu	DNA-binding protein similar to mating type A-2	mating-type protein A-2	mat A-2				9819054		
CA-9779	NC10_CALLGENES_FINAL_5	NCU08147	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to P-type ATPase	P-type ATPase				ena-2	19363061,19520721,20034585		
CA-9799	NC10_CALLGENES_FINAL_5	NCU08611	promoted	hmhood@ebs.ogi.edu							19493307	GO:0005829	cytosol
CA-9819	NC10_CALLGENES_FINAL_5	NCU00008	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to ceramide synthase membrane component Lag1	longevity-assurance protein 1					19520721,19696111	GO:0005783,GO:0046513,GO:0050291	endoplasmic reticulum,ceramide biosynthetic process,sphingosine N-acyltransferase activity
CA-9820	NC10_CALLGENES_FINAL_5	NCU00145	promoted	hmhood@ebs.ogi.edu								GO:0000070,GO:0000779,GO:0000939,GO:0005515,GO:0005634,GO:0030702,GO:0031508	mitotic sister chromatid segregation,condensed chromosome, centromeric region,condensed chromosome inner kinetochore,protein binding,nucleus,chromatin silencing at centromere,centromeric heterochromatin formation
CA-9821	NC10_CALLGENES_FINAL_5	NCU00216	promoted	hmhood@ebs.ogi.edu								GO:0004128,GO:0005739,GO:0005741,GO:0005792	cytochrome-b5 reductase activity,mitochondrion,mitochondrial outer membrane,microsome
CA-9822	NC10_CALLGENES_FINAL_5	NCU00378	promoted	hmhood@ebs.ogi.edu								GO:0004029	aldehyde dehydrogenase (NAD) activity
CA-9823	NC10_CALLGENES_FINAL_5	NCU00548	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	MutT/nudix family protein						GO:0005634,GO:0005737,GO:0005739,GO:0019693,GO:0047631	nucleus,cytoplasm,mitochondrion,ribose phosphate metabolic process,ADP-ribose diphosphatase activity
CA-9824	NC10_CALLGENES_FINAL_5	NCU00617	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to phosducin domain containing protein	phosducin family protein					19520721	GO:0005737,GO:0007329,GO:0031683	cytoplasm,positive regulation of transcription from RNA polymerase II promoter by pheromones,G-protein beta/gamma-subunit complex binding
CA-9839	NC10_CALLGENES_FINAL_5	NCU00692	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to Hsp70 chaperone BiP	chaperone dnaK					20018766	GO:0005737,GO:0006412,GO:0006450,GO:0051082	cytoplasm,translation,regulation of translational fidelity,unfolded protein binding
CA-9840	NC10_CALLGENES_FINAL_5	NCU01099	promoted	hmhood@ebs.ogi.edu								GO:0005525,GO:0005634,GO:0005737,GO:0005774,GO:0006348,GO:0006360,GO:0006383,GO:0006817,GO:0019003,GO:0031902	GTP binding,nucleus,cytoplasm,vacuolar membrane,chromatin silencing at telomere,transcription from RNA polymerase I promoter,transcription from RNA polymerase III promoter,phosphate transport,GDP binding,late endosome membrane
CA-9842	NC10_CALLGENES_FINAL_5	NCU01813	deleted	d-ebbole@tamu.edu	hypothetical protein similar to MFS monosaccharide transporter	high affinity glucose transporter							
CA-9843	NC10_CALLGENES_FINAL_5	NCU02188	promoted	d-ebbole@tamu.edu	conserved hypothetical protein	sugar transporter							
CA-9859	NC10_CALLGENES_FINAL_5	NCU01441	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to inosine triphosphatase isoform b	inosine triphosphate pyrophosphatase						GO:0005634,GO:0005737,GO:0006974,GO:0009204,GO:0047429	nucleus,cytoplasm,response to DNA damage stimulus,deoxyribonucleoside triphosphate catabolic process,nucleoside-triphosphate diphosphatase activity
CA-9860	NC10_CALLGENES_FINAL_5	NCU01512	promoted	hmhood@ebs.ogi.edu	phenylalanyl-tRNA synthetase, mitochondrial precursor	phenylalanyl-tRNA synthetase						GO:0004826,GO:0005739,GO:0006432	phenylalanine-tRNA ligase activity,mitochondrion,phenylalanyl-tRNA aminoacylation
CA-9861	NC10_CALLGENES_FINAL_5	NCU01596	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to proteasome regulatory particle subunit RpnF	26S proteasome non-ATPase regulatory subunit 11						GO:0005198,GO:0006511,GO:0008541,GO:0043248	structural molecule activity,ubiquitin-dependent protein catabolic process,proteasome regulatory particle, lid subcomplex,proteasome assembly
CA-9862	NC10_CALLGENES_FINAL_5	NCU02582	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to MFS monosaccharide transporter	sorbose-resistant-4	sor-4		Ph-mod-D,ami,dgr-3,gla-2,rco-3,sor(DS),sor(T9),sorr-15	Ph-mod-D	9178001,9178001	GO:0046323,GO:0048315	glucose import,conidium formation
CA-9863	NC10_CALLGENES_FINAL_5	NCU05598	promoted	hmhood@ebs.ogi.edu	rhamnogalacturonase B precursor	ascus development-1		asd-1		sdv-10	19555771,20018766,9178004,9178004	FAO:0000008,GO:0000909	ascocarp,sporocarp development involved in sexual reproduction
CA-9864	NC10_CALLGENES_FINAL_5	NCU01822	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	retrograde transporter						GO:0005634,GO:0005768,GO:0005829,GO:0006886,GO:0030904,GO:0042147	nucleus,endosome,cytosol,intracellular protein transport,retromer complex,retrograde transport, endosome to Golgi
CA-9865	NC10_CALLGENES_FINAL_5	NCU02090	promoted	hmhood@ebs.ogi.edu								GO:0003999,GO:0005634,GO:0005737,GO:0006167,GO:0006168	adenine phosphoribosyltransferase activity,nucleus,cytoplasm,AMP biosynthetic process,adenine salvage
CA-9866	NC10_CALLGENES_FINAL_5	NCU02103	promoted	hmhood@ebs.ogi.edu								GO:0003899,GO:0005665,GO:0005739,GO:0006366	DNA-directed RNA polymerase activity,DNA-directed RNA polymerase II, core complex,mitochondrion,transcription from RNA polymerase II promoter
CA-9867	NC10_CALLGENES_FINAL_5	NCU02109	promoted	hmhood@ebs.ogi.edu								GO:0003977,GO:0005634,GO:0005737,GO:0006048	UDP-N-acetylglucosamine diphosphorylase activity,nucleus,cytoplasm,UDP-N-acetylglucosamine biosynthetic process
CA-9868	NC10_CALLGENES_FINAL_5	NCU02126	promoted	hmhood@ebs.ogi.edu	isovaleryl-CoA dehydrogenase, mitochondrial precursor	isovaleryl-CoA dehydrogenase						GO:0008470	isovaleryl-CoA dehydrogenase activity
CA-9879	NC10_CALLGENES_FINAL_5	NCU02530	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to COX17 protein	cytochrome c oxidase copper chaperone Cox17					19520721	GO:0005739,GO:0005758,GO:0005829,GO:0015680,GO:0016531,GO:0033617	mitochondrion,mitochondrial intermembrane space,cytosol,intracellular copper ion transport,copper chaperone activity,mitochondrial respiratory chain complex IV assembly
CA-9899	NC10_CALLGENES_FINAL_5	NCU02572	promoted	hmhood@ebs.ogi.edu	116 kDa U5 small nuclear ribonucleoprotein component	U5 small nuclear ribonucleoprotein component						GO:0003924,GO:0005515,GO:0005681,GO:0008380	GTPase activity,protein binding,spliceosomal complex,RNA splicing
